,Index_Data,Prediction
23325,232813,0.0
23326,232827,2101.4297
23327,232839,8546.1455
23328,232842,2066.3718
23329,232853,2699.8533
23330,232859,2718.7085
23331,232894,8196.893
23332,232901,7967.922
23333,232909,4081.8481
23334,232915,6357.4146
23335,232921,11577.143
23336,232924,5296.0864
23337,232927,10033.088
23338,232937,0.0
23339,232938,7248.587
23340,232953,7940.6055
23341,232965,0.0
23342,232966,8407.4
23343,232984,7884.8486
23344,232993,4048.9954
23345,233006,9144.897
23346,233052,0.0
23347,233056,3031.6565
23348,233058,3119.3264
23349,233066,5388.489
23350,233070,4796.367
23351,233080,9600.785
23352,233086,2616.012
23353,233128,4031.3923
23354,233146,0.0
23355,233158,5671.0894
23356,233159,5368.12
23357,233169,0.0
23358,233170,4395.53
23359,233172,4664.6504
23360,233176,0.0
23361,233177,8598.45
23362,233188,11574.22
23363,233199,6127.729
23364,233203,5361.9224
23365,233219,8916.05
23366,233222,4635.778
23367,233223,5098.895
23368,233228,4489.56
23369,233242,4917.0547
23370,233245,0.0
23371,233257,7995.199
23372,233260,4421.155
23373,233276,0.0
23374,233289,6352.386
23375,233296,9139.459
23376,233313,4619.8784
23377,233373,12742.129
23378,233378,6498.031
23379,233401,8433.834
23380,233410,0.0
23381,233437,9343.647
23382,233444,4010.8323
23383,233447,13226.609
23384,233448,2557.071
23385,233454,0.0
23386,233459,7943.704
23387,233475,6701.9897
23388,233507,9986.615
23389,233508,4856.9136
23390,233510,6614.649
23391,233522,6672.27
23392,233535,4745.962
23393,233538,7753.5244
23394,233544,6524.796
23395,233547,4263.583
23396,233569,4833.7793
23397,233570,0.0
23398,233578,4572.158
23399,233584,1717.4111
23400,233596,1948.4407
23401,233617,0.0
23402,233627,1914.4739
23403,233632,0.0
23404,233639,1349.806
23405,233640,8001.3257
23406,233643,3286.8765
23407,233647,3126.2014
23408,233650,8839.134
23409,233662,6199.3604
23410,233668,6815.392
23411,233688,5511.961
23412,233693,4818.0674
23413,233699,6585.9155
23414,233733,0.0
23415,233736,5162.212
23416,233757,3136.689
23417,233760,10580.95
23418,233770,0.0
23419,233774,10249.341
23420,233791,7895.391
23421,233800,18890.088
23422,233807,5191.8623
23423,233810,0.0
23424,233811,7681.12
23425,233812,5365.0024
23426,233816,6698.071
23427,233819,15944.643
23428,233821,8422.432
23429,233834,4344.0728
23430,233838,11380.551
23431,233851,0.0
23432,233858,0.0
23433,233860,5305.394
23434,233865,5026.7725
23435,233875,11179.916
23436,233876,6325.127
23437,233883,4729.602
23438,233889,5458.9033
23439,233894,6345.462
23440,233908,5714.4683
23441,233913,4907.894
23442,233948,9671.605
23443,233952,0.0
23444,233991,6016.7144
23445,234019,3919.4385
23446,234023,6569.5225
23447,234032,4769.6797
23448,234037,5758.6787
23449,234039,5952.259
23450,234056,6446.559
23451,234060,7552.903
23452,234069,6010.1533
23453,234076,4148.6895
23454,234078,2936.0427
23455,234080,8767.52
23456,234088,0.0
23457,234094,2820.6812
23458,234108,0.0
23459,234110,2173.9438
23460,234114,9836.578
23461,234115,9141.935
23462,234121,6833.6924
23463,234122,0.0
23464,234136,6631.3745
23465,234146,7518.951
23466,234148,6301.6514
23467,234156,5312.32
23468,234163,6313.097
23469,234164,6327.991
23470,234186,5681.4414
23471,234199,3782.0874
23472,234208,8155.6797
23473,234235,9421.769
23474,234267,3647.3762
23475,234268,6418.948
23476,234270,18486.861
23477,234275,0.0
23478,234288,4131.968
23479,234292,9497.526
23480,234296,0.0
23481,234304,6812.634
23482,234322,9983.153
23483,234333,3062.0403
23484,234347,6298.1304
23485,234351,9107.355
23486,234376,0.0
23487,234378,17628.238
23488,234383,7649.608
23489,234386,5476.2305
23490,234394,4598.5586
23491,234405,0.0
23492,234409,4641.8433
23493,234427,7294.448
23494,234450,7661.983
23495,234460,6923.2803
23496,234462,6695.728
23497,234486,4479.614
23498,234489,0.0
23499,234496,8163.159
23500,234539,3102.496
23501,234556,0.0
23502,234563,4326.339
23503,234576,4839.487
23504,234578,2804.5803
23505,234579,2246.9116
23506,234584,0.0
23507,234590,5903.869
23508,234594,0.0
23509,234608,7350.369
23510,234610,6519.225
23511,234611,8023.571
23512,234629,0.0
23513,234642,6783.173
23514,234643,5489.6445
23515,234656,3311.091
23516,234658,15520.984
23517,234662,4953.603
23518,234675,3215.194
23519,234684,7170.2407
23520,234693,5399.4766
23521,234715,6729.2812
23522,234741,8879.324
23523,234744,3620.6396
23524,234756,5950.4116
23525,234794,6349.294
23526,234798,9715.166
23527,234807,5637.645
23528,234826,7326.207
23529,234836,16280.244
23530,234841,10183.247
23531,234848,0.0
23532,234882,6598.1157
23533,234906,11940.246
23534,234911,7578.1455
23535,234917,5750.9624
23536,234927,7404.364
23537,234943,4817.9463
23538,234962,6611.907
23539,234989,6531.88
23540,234996,4050.002
23541,235002,0.0
23542,235004,4992.0034
23543,235005,8557.765
23544,235012,4138.572
23545,235014,4311.5903
23546,235016,11929.965
23547,235023,6514.496
23548,235034,5085.3003
23549,235050,6328.4717
23550,235059,0.0
23551,235074,7350.0
23552,235079,3844.2346
23553,235091,5377.2153
23554,235106,4190.101
23555,235125,3813.5002
23556,235133,10723.66
23557,235135,15382.82
23558,235137,10476.597
23559,235141,3466.0715
23560,235145,3885.3584
23561,235150,5860.6055
23562,235158,7422.1514
23563,235159,8127.492
23564,235161,8642.965
23565,235185,5402.539
23566,235205,3938.42
23567,235216,3494.948
23568,235234,9753.194
23569,235241,4968.7646
23570,235258,8019.918
23571,235261,9239.989
23572,235278,9563.574
23573,235292,4523.142
23574,235326,6664.0054
23575,235338,8673.216
23576,235340,6493.9346
23577,235341,0.0
23578,235345,2226.002
23579,235363,7513.35
23580,235376,5616.7944
23581,235396,7016.6567
23582,235417,8698.253
23583,235421,2745.3901
23584,235422,3889.775
23585,235427,5596.1904
23586,235446,0.0
23587,235455,0.0
23588,235486,14485.299
23589,235488,6206.103
23590,235510,6752.1885
23591,235512,10538.278
23592,235525,4582.362
23593,235534,9980.675
23594,235542,8718.288
23595,235547,0.0
23596,235553,5942.818
23597,235567,10815.333
23598,235573,5185.985
23599,235589,11885.133
23600,235605,8846.145
23601,235617,0.0
23602,235618,5399.2017
23603,235632,8447.344
23604,235644,10168.49
23605,235651,5110.4326
23606,235666,8076.648
23607,235670,4170.136
23608,235679,5915.108
23609,235687,6302.8667
23610,235692,0.0
23611,235693,3702.8137
23612,235699,8373.076
23613,235702,4276.283
23614,235712,8887.8125
23615,235713,5027.2173
23616,235724,6349.5957
23617,235725,6605.4595
23618,235734,7393.481
23619,235735,15855.737
23620,235738,5127.3306
23621,235742,4270.7163
23622,235758,4902.5464
23623,235759,6290.225
23624,235761,6669.8037
23625,235778,5568.613
23626,235786,12794.499
23627,235788,7813.758
23628,235789,9020.392
23629,235801,4264.597
23630,235802,9727.613
23631,235816,3801.3745
23632,235833,3575.2546
23633,235848,0.0
23634,235850,4643.5195
23635,235867,5644.995
23636,235871,7038.611
23637,235876,4084.2134
23638,235881,4324.897
23639,235883,7784.3184
23640,235892,5075.2163
23641,235921,5895.453
23642,235927,6996.76
23643,235933,6566.451
23644,235965,9535.115
23645,235968,3288.4502
23646,235972,10357.303
23647,235973,0.0
23648,235974,5488.6016
23649,235988,0.0
23650,235991,3385.8374
23651,235993,14185.385
23652,236009,3392.2075
23653,236011,4064.1145
23654,236013,6304.945
23655,236022,5248.1616
23656,236030,4996.238
23657,236036,4989.241
23658,236042,15746.172
23659,236055,3136.4343
23660,236086,0.0
23661,236093,9020.638
23662,236102,4836.382
23663,236111,5014.056
23664,236116,5718.461
23665,236127,13908.712
23666,236136,0.0
23667,236151,6161.742
23668,236158,3986.4524
23669,236162,6588.2876
23670,236169,5928.997
23671,236171,4263.539
23672,236185,10998.044
23673,236206,5170.006
23674,236211,8414.08
23675,236218,5693.66
23676,236222,5321.113
23677,236226,10228.177
23678,236231,8943.288
23679,236234,3512.6755
23680,236238,17518.488
23681,236245,0.0
23682,236292,5740.1133
23683,236307,2850.9185
23684,236331,0.0
23685,236356,5056.256
23686,236359,8659.802
23687,236381,8002.6226
23688,236387,0.0
23689,236431,3629.0574
23690,236435,4921.8193
23691,236447,7739.243
23692,236452,10953.002
23693,236457,6563.7705
23694,236461,10092.073
23695,236462,0.0
23696,236463,1205.3348
23697,236470,3769.9043
23698,236471,7985.105
23699,236479,0.0
23700,236480,9452.935
23701,236488,0.0
23702,236489,6966.295
23703,236491,3946.797
23704,236492,0.0
23705,236496,0.0
23706,236502,2366.1045
23707,236508,5614.5806
23708,236519,10826.797
23709,236530,8492.505
23710,236531,8024.964
23711,236540,7239.128
23712,236544,11996.206
23713,236553,0.0
23714,236567,0.0
23715,236575,3845.2883
23716,236576,6482.9966
23717,236578,5708.8833
23718,236586,8386.645
23719,236629,7400.8506
23720,236632,11970.564
23721,236641,4375.163
23722,236656,3559.7686
23723,236670,1565.1157
23724,236683,4363.537
23725,236685,6222.62
23726,236713,6463.8813
23727,236719,0.0
23728,236722,6054.5747
23729,236734,23414.285
23730,236735,7694.626
23731,236740,11797.5
23732,236754,3356.6436
23733,236757,19004.816
23734,236760,13084.6045
23735,236770,6038.1626
23736,236781,5780.453
23737,236784,0.0
23738,236787,5972.7666
23739,236791,6950.5264
23740,236800,12466.617
23741,236812,3637.3638
23742,236814,8065.146
23743,236818,3873.1758
23744,236835,5659.157
23745,236864,5058.607
23746,236865,11807.853
23747,236874,4619.6157
23748,236880,0.0
23749,236884,4276.465
23750,236891,8593.544
23751,236899,6016.873
23752,236909,5609.9805
23753,236924,0.0
23754,236927,0.0
23755,236931,7027.8154
23756,236945,8589.428
23757,236966,5954.706
23758,236973,5080.18
23759,236993,2829.7507
23760,237005,9943.54
23761,237012,0.0
23762,237015,4623.938
23763,237020,7460.769
23764,237028,6258.447
23765,237033,0.0
23766,237035,12404.148
23767,237037,0.0
23768,237057,4820.852
23769,237063,3892.0906
23770,237078,15773.767
23771,237101,8791.063
23772,237124,12225.165
23773,237137,0.0
23774,237140,0.0
23775,237202,0.0
23776,237203,6330.01
23777,237212,6686.137
23778,237215,2028.8805
23779,237226,0.0
23780,237227,5949.103
23781,237233,2718.7344
23782,237242,9702.649
23783,237267,7248.323
23784,237269,9358.761
23785,237272,6613.451
23786,237274,0.0
23787,237276,3136.5098
23788,237279,8035.091
23789,237282,0.0
23790,237290,7656.0757
23791,237293,4873.9204
23792,237317,5408.945
23793,237346,0.0
23794,237347,4893.372
23795,237349,7748.0493
23796,237363,8850.921
23797,237365,9442.9
23798,237387,4466.7715
23799,237401,6610.9478
23800,237406,22308.902
23801,237432,6717.1455
23802,237440,2822.6438
23803,237443,10505.913
23804,237470,4593.722
23805,237506,7351.7173
23806,237534,5464.5205
23807,237539,5308.9966
23808,237540,1436.3132
23809,237550,9812.963
23810,237553,7280.049
23811,237566,4803.742
23812,237581,3871.6711
23813,237583,9998.919
23814,237586,1680.3427
23815,237594,3402.6382
23816,237597,4624.9824
23817,237617,4387.458
23818,237618,0.0
23819,237632,6867.7075
23820,237634,7455.496
23821,237641,11907.6875
23822,237653,2819.4377
23823,237681,13346.898
23824,237687,5173.6255
23825,237699,5165.2017
23826,237704,9139.467
23827,237709,10933.242
23828,237715,0.0
23829,237721,3814.4219
23830,237743,9888.112
23831,237744,5344.7285
23832,237757,6812.1
23833,237767,2803.465
23834,237788,5734.397
23835,237792,3445.9834
23836,237795,3992.8162
23837,237811,2899.2666
23838,237819,7999.878
23839,237823,14291.982
23840,237832,12716.727
23841,237855,0.0
23842,237858,6008.904
23843,237883,2816.3801
23844,237889,0.0
23845,237894,8110.7935
23846,237921,5952.1377
23847,237923,9934.643
23848,237939,3237.8123
23849,237941,4192.7173
23850,237969,4672.1963
23851,237972,8437.542
23852,237974,5224.0654
23853,237975,12713.715
23854,237988,0.0
23855,238005,5732.3794
23856,238008,3880.0642
23857,238022,6358.839
23858,238025,11277.281
23859,238043,2721.224
23860,238044,4830.952
23861,238060,0.0
23862,238065,7239.881
23863,238067,10340.837
23864,238099,6405.8193
23865,238103,0.0
23866,238114,5302.218
23867,238137,5967.6973
23868,238144,1026.4054
23869,238146,4521.0347
23870,238147,9886.924
23871,238150,4188.946
23872,238158,4210.268
23873,238178,1929.47
23874,238182,5423.5557
23875,238183,5838.4443
23876,238212,5348.36
23877,238213,6076.8936
23878,238220,3681.437
23879,238221,10716.928
23880,238235,7153.406
23881,238243,13070.78
23882,238263,5764.5747
23883,238285,8493.531
23884,238288,4540.0835
23885,238295,4525.126
23886,238297,0.0
23887,238301,0.0
23888,238303,8567.719
23889,238330,10323.682
23890,238346,7530.2866
23891,238360,0.0
23892,238366,7133.771
23893,238381,5419.752
23894,238388,5023.639
23895,238398,6251.7773
23896,238401,4609.2075
23897,238408,6252.038
23898,238411,6482.248
23899,238423,0.0
23900,238452,1852.3466
23901,238454,9353.233
23902,238456,0.0
23903,238464,6003.403
23904,238489,0.0
23905,238496,6556.5845
23906,238507,2342.071
23907,238520,8475.97
23908,238526,7487.3545
23909,238531,3341.1467
23910,238538,0.0
23911,238583,13378.332
23912,238594,7476.563
23913,238597,3942.1848
23914,238603,8257.665
23915,238616,4945.095
23916,238639,15227.935
23917,238641,4717.8423
23918,238642,0.0
23919,238692,6925.943
23920,238704,5473.355
23921,238728,5843.1396
23922,238746,3344.8665
23923,238747,4300.2676
23924,238758,4786.6704
23925,238776,3603.4873
23926,238779,4597.85
23927,238792,13895.706
23928,238811,12495.695
23929,238814,7152.2456
23930,238831,13093.885
23931,238844,0.0
23932,238866,3483.4304
23933,238876,7825.39
23934,238890,5419.326
23935,238913,2948.8064
23936,238919,3852.0022
23937,238941,8014.0986
23938,238947,9089.102
23939,238957,9343.883
23940,238970,1744.3685
23941,238978,6232.971
23942,238984,11130.818
23943,239029,7540.8823
23944,239030,7061.703
23945,239038,4763.611
23946,239040,5164.762
23947,239042,7153.435
23948,239054,15783.76
23949,239055,6316.6074
23950,239061,2846.2976
23951,239072,4999.375
23952,239077,10072.435
23953,239083,0.0
23954,239087,9093.59
23955,239097,11268.7295
23956,239103,9463.605
23957,239117,3847.3975
23958,239124,7091.906
23959,239127,18751.926
23960,239134,5240.138
23961,239162,3389.0925
23962,239172,7002.482
23963,239174,10144.718
23964,239181,3364.5437
23965,239182,3119.7092
23966,239186,10819.8
23967,239187,7206.3965
23968,239191,2262.7266
23969,239210,12431.943
23970,239218,8315.079
23971,239220,0.0
23972,239223,6659.529
23973,239225,5502.2437
23974,239239,0.0
23975,239262,5169.092
23976,239263,5730.293
23977,239289,5771.229
23978,239334,0.0
23979,239338,4886.5522
23980,239339,4552.4956
23981,239367,3981.3755
23982,239379,3549.8264
23983,239380,6678.5244
23984,239387,3339.7812
23985,239390,8332.818
23986,239396,5327.3584
23987,239399,5132.333
23988,239401,3651.0312
23989,239411,7327.928
23990,239438,6938.1196
23991,239442,3511.4153
23992,239466,8598.574
23993,239467,5160.6226
23994,239468,0.0
23995,239472,0.0
23996,239476,6347.843
23997,239499,3373.688
23998,239522,0.0
23999,239532,3040.6855
24000,239562,0.0
24001,239567,6674.1987
24002,239571,11826.799
24003,239573,8575.415
24004,239575,4679.019
24005,239584,10053.892
24006,239593,6468.38
24007,239596,5754.724
24008,239637,0.0
24009,239645,6124.377
24010,239664,12047.531
24011,239675,5151.4307
24012,239676,13293.879
24013,239684,5996.9272
24014,239686,6454.2104
24015,239688,0.0
24016,239693,3926.5
24017,239701,2378.4353
24018,239710,10767.193
24019,239720,0.0
24020,239725,4180.375
24021,239739,4022.373
24022,239752,5887.101
24023,239754,5623.6245
24024,239769,27019.21
24025,239770,3609.4216
24026,239773,9418.308
24027,239787,8009.5576
24028,239788,0.0
24029,239799,0.0
24030,239801,0.0
24031,239806,9170.094
24032,239818,7012.0723
24033,239822,7119.051
24034,239839,4407.361
24035,239841,7457.693
24036,239848,4322.228
24037,239854,15222.817
24038,239858,6120.4395
24039,239867,4730.7163
24040,239873,0.0
24041,239879,0.0
24042,239889,0.0
24043,239931,3885.5308
24044,239936,6746.891
24045,239943,6457.7656
24046,239951,5143.804
24047,239955,0.0
24048,239958,4170.0737
24049,239986,9398.722
24050,239990,5339.36
24051,240033,4340.9263
24052,240064,3639.1206
24053,240073,7342.681
24054,240102,0.0
24055,240113,9400.201
24056,240114,8172.4614
24057,240123,5596.7295
24058,240132,5476.5107
24059,240141,0.0
24060,240142,917.1058
24061,240148,5864.9478
24062,240159,5558.128
24063,240163,5212.2896
24064,240170,3197.1797
24065,240191,5981.632
24066,240192,4506.304
24067,240196,5791.3984
24068,240219,20925.762
24069,240244,3610.2422
24070,240254,4296.1353
24071,240255,6583.5405
24072,240260,7614.164
24073,240265,6522.529
24074,240297,15221.678
24075,240310,4775.312
24076,240318,10674.402
24077,240329,4246.49
24078,240334,6327.8975
24079,240339,1765.5165
24080,240344,10934.102
24081,240359,17567.146
24082,240386,6651.15
24083,240395,3802.1716
24084,240411,6943.385
24085,240445,14627.506
24086,240456,8126.5234
24087,240461,0.0
24088,240473,0.0
24089,240479,6086.082
24090,240490,1289.3566
24091,240503,0.0
24092,240506,0.0
24093,240523,6440.697
24094,240530,12017.647
24095,240533,4883.0156
24096,240540,8479.413
24097,240566,6520.6675
24098,240568,6826.732
24099,240583,5801.714
24100,240584,7177.433
24101,240607,5881.089
24102,240623,8372.94
24103,240630,6328.509
24104,240632,7081.0527
24105,240656,5695.895
24106,240662,6175.3066
24107,240663,10679.967
24108,240669,6356.4126
24109,240678,7204.7593
24110,240691,0.0
24111,240694,7926.886
24112,240699,4145.2197
24113,240700,7656.1963
24114,240736,5374.765
24115,240745,4080.874
24116,240753,5696.4224
24117,240763,6865.4263
24118,240768,0.0
24119,240794,3586.126
24120,240801,4709.0483
24121,240821,7844.7783
24122,240829,5399.0767
24123,240831,6502.6064
24124,240833,4689.2803
24125,240839,14083.537
24126,240843,5731.3696
24127,240874,10257.697
24128,240885,4637.657
24129,240888,7230.703
24130,240901,0.0
24131,240904,0.0
24132,240914,6252.462
24133,240923,2837.749
24134,240926,4459.9126
24135,240927,2321.628
24136,240928,18546.594
24137,240931,4841.576
24138,240946,6810.9497
24139,240968,5262.575
24140,240970,10441.961
24141,240984,6595.81
24142,240987,7928.3496
24143,240993,3158.814
24144,241015,5861.76
24145,241016,0.0
24146,241056,0.0
24147,241058,5416.9863
24148,241065,0.0
24149,241069,4556.6694
24150,241074,0.0
24151,241112,7238.1216
24152,241114,2269.977
24153,241129,7770.0474
24154,241131,0.0
24155,241148,3163.7031
24156,241150,0.0
24157,241154,0.0
24158,241191,5534.0444
24159,241207,6385.9336
24160,241212,7541.534
24161,241267,5838.215
24162,241282,6688.7783
24163,241285,6884.544
24164,241290,4414.742
24165,241291,13750.826
24166,241308,4491.8315
24167,241311,13327.339
24168,241314,9609.932
24169,241322,6630.9136
24170,241325,6294.0986
24171,241326,4970.7607
24172,241332,8376.535
24173,241346,6256.4346
24174,241350,6358.4233
24175,241355,7253.9185
24176,241363,8288.415
24177,241364,0.0
24178,241371,4541.9697
24179,241383,6711.9814
24180,241387,0.0
24181,241396,7646.0156
24182,241416,13598.678
24183,241419,10888.374
24184,241423,5976.3315
24185,241436,12756.886
24186,241439,5939.515
24187,241440,9900.395
24188,241447,0.0
24189,241454,0.0
24190,241461,5770.45
24191,241470,5532.419
24192,241481,6417.813
24193,241497,2894.6665
24194,241499,6168.413
24195,241504,4197.1514
24196,241511,8062.6143
24197,241515,5218.2773
24198,241532,6979.599
24199,241559,3890.645
24200,241561,13840.933
24201,241572,6512.715
24202,241573,0.0
24203,241591,3249.9724
24204,241592,0.0
24205,241594,3537.272
24206,241595,5685.422
24207,241599,8925.401
24208,241603,0.0
24209,241616,5682.1553
24210,241619,1323.701
24211,241631,5292.7715
24212,241633,3844.671
24213,241644,4552.007
24214,241647,10749.756
24215,241648,6268.1743
24216,241667,11823.546
24217,241671,17488.77
24218,241689,4447.6997
24219,241693,6742.8115
24220,241706,7566.151
24221,241715,0.0
24222,241740,6826.5396
24223,241741,3897.9385
24224,241744,6784.3945
24225,241745,11281.568
24226,241751,18225.613
24227,241756,5836.4263
24228,241772,8124.4087
24229,241821,0.0
24230,241830,0.0
24231,241847,10890.543
24232,241884,9429.229
24233,241887,19757.352
24234,241901,4258.022
24235,241913,7307.3506
24236,241914,6057.3433
24237,241917,14039.593
24238,241940,8128.631
24239,241969,0.0
24240,241981,10316.595
24241,241991,0.0
24242,242011,2107.9146
24243,242022,4185.2363
24244,242026,11258.175
24245,242039,6802.4067
24246,242060,14434.878
24247,242075,0.0
24248,242076,7185.298
24249,242091,5231.1597
24250,242099,6917.425
24251,242104,4727.0303
24252,242106,6731.2695
24253,242123,5546.4966
24254,242132,9454.334
24255,242136,13260.482
24256,242137,5479.913
24257,242140,5329.8335
24258,242143,0.0
24259,242162,4733.0
24260,242175,2193.6116
24261,242179,0.0
24262,242193,4042.8623
24263,242194,8789.151
24264,242202,7630.753
24265,242220,3541.1802
24266,242225,3651.0156
24267,242243,0.0
24268,242276,10066.376
24269,242282,8652.701
24270,242286,5359.122
24271,242320,7741.0513
24272,242363,7786.4565
24273,242378,6675.613
24274,242382,5518.625
24275,242410,12739.203
24276,242411,7814.547
24277,242414,6739.4556
24278,242419,8259.139
24279,242431,5432.105
24280,242448,9185.362
24281,242451,5342.393
24282,242455,18990.924
24283,242460,6599.6396
24284,242471,4787.7505
24285,242474,4242.165
24286,242476,8512.381
24287,242480,11248.491
24288,242484,8497.059
24289,242540,7423.3594
24290,242546,10844.129
24291,242554,7881.079
24292,242564,4315.3994
24293,242574,8923.032
24294,242585,0.0
24295,242601,12054.022
24296,242609,0.0
24297,242615,7509.4443
24298,242648,0.0
24299,242653,3956.6025
24300,242654,9059.182
24301,242664,9455.375
24302,242672,8512.71
24303,242673,7510.2344
24304,242692,8488.995
24305,242703,6747.5806
24306,242712,8090.5454
24307,242713,10567.071
24308,242734,0.0
24309,242735,4914.064
24310,242759,12293.659
24311,242766,0.0
24312,242781,5661.995
24313,242789,3284.8843
24314,242797,12112.568
24315,242798,4871.07
24316,242801,4665.418
24317,242803,4930.014
24318,242810,0.0
24319,242841,5433.0938
24320,242844,8212.633
24321,242848,5596.9995
24322,242860,6429.703
24323,242874,6014.9365
24324,242924,6661.7734
24325,242940,10816.619
24326,242955,0.0
24327,242966,6793.0605
24328,242972,0.0
24329,242975,7285.755
24330,242980,8615.445
24331,243002,0.0
24332,243004,2800.74
24333,243024,5927.6084
24334,243035,6431.162
24335,243044,7494.4873
24336,243045,4424.8896
24337,243047,7778.1196
24338,243068,5222.664
24339,243070,0.0
24340,243078,6524.0625
24341,243082,6884.5645
24342,243093,6004.096
24343,243118,0.0
24344,243121,5787.9526
24345,243123,4437.1514
24346,243125,12229.892
24347,243132,8222.594
24348,243150,3976.4678
24349,243151,8920.006
24350,243152,10938.206
24351,243159,0.0
24352,243171,0.0
24353,243176,3990.6416
24354,243197,5452.473
24355,243200,3120.494
24356,243204,7999.747
24357,243207,4900.9087
24358,243209,6368.4253
24359,243214,0.0
24360,243229,0.0
24361,243251,5455.3315
24362,243260,7623.401
24363,243263,2816.8274
24364,243284,6145.622
24365,243292,10349.682
24366,243322,3399.3628
24367,243344,4254.496
24368,243350,7453.335
24369,243375,6138.953
24370,243384,0.0
24371,243412,15707.49
24372,243433,0.0
24373,243435,7842.5386
24374,243439,5367.3633
24375,243440,7874.703
24376,243448,2566.2244
24377,243457,10640.987
24378,243459,0.0
24379,243463,6949.549
24380,243464,8833.585
24381,243467,5670.2114
24382,243469,8310.655
24383,243474,6018.948
24384,243486,0.0
24385,243491,5526.168
24386,243503,0.0
24387,243539,4479.859
24388,243566,5073.09
24389,243567,0.0
24390,243570,4229.4526
24391,243596,0.0
24392,243604,5388.841
24393,243609,0.0
24394,243616,0.0
24395,243628,8196.251
24396,243643,7739.0483
24397,243653,9788.296
24398,243656,7611.1533
24399,243659,5900.3286
24400,243664,4143.8716
24401,243667,5890.079
24402,243670,7715.96
24403,243675,5971.159
24404,243678,7591.5664
24405,243734,4868.4575
24406,243759,5153.1973
24407,243774,5270.6304
24408,243796,5868.9336
24409,243807,6874.7646
24410,243815,6474.979
24411,243818,5159.9937
24412,243827,10832.847
24413,243828,5622.3486
24414,243846,5911.422
24415,243847,6861.733
24416,243863,10258.515
24417,243887,6319.0845
24418,243903,6764.625
24419,243939,5947.901
24420,243940,5585.005
24421,243942,3217.1519
24422,243948,13516.157
24423,243960,13921.48
24424,243964,2203.7637
24425,243967,8811.877
24426,243977,2953.9902
24427,243981,8191.2505
24428,243997,6018.911
24429,244014,6708.4727
24430,244039,7742.9634
24431,244042,6652.154
24432,244045,9599.671
24433,244048,0.0
24434,244056,9121.163
24435,244067,0.0
24436,244086,5738.695
24437,244100,25969.22
24438,244101,3074.377
24439,244102,0.0
24440,244123,9335.791
24441,244126,4384.4985
24442,244144,8150.331
24443,244149,4174.1265
24444,244157,4631.6655
24445,244172,7070.9766
24446,244175,5630.982
24447,244185,9152.193
24448,244187,6800.573
24449,244202,8279.1045
24450,244204,7496.7676
24451,244229,14984.253
24452,244235,0.0
24453,244236,10121.133
24454,244238,0.0
24455,244244,6442.136
24456,244255,8256.082
24457,244268,0.0
24458,244269,4021.7078
24459,244276,4551.2095
24460,244297,7338.176
24461,244298,6991.2485
24462,244331,12853.822
24463,244359,8710.1455
24464,244374,6007.1606
24465,244378,5480.792
24466,244411,0.0
24467,244415,4230.8403
24468,244417,5977.017
24469,244458,3713.964
24470,244460,0.0
24471,244470,7470.2524
24472,244471,10173.201
24473,244475,5380.5605
24474,244477,5604.456
24475,244484,9225.745
24476,244490,4928.6895
24477,244519,3013.3538
24478,244520,1999.8389
24479,244524,0.0
24480,244528,0.0
24481,244556,955.8884
24482,244578,5338.975
24483,244584,9580.204
24484,244585,2785.1145
24485,244591,7242.916
24486,244597,7039.974
24487,244605,3763.2808
24488,244631,2818.2112
24489,244641,5821.8677
24490,244661,0.0
24491,244665,5359.541
24492,244674,4579.6465
24493,244682,4384.4736
24494,244690,5427.957
24495,244721,7435.835
24496,244728,6766.0957
24497,244763,4267.3193
24498,244771,6698.388
24499,244787,2262.467
24500,244796,8719.002
24501,244799,6337.3613
24502,244815,18820.559
24503,244827,9138.885
24504,244853,3401.3757
24505,244855,0.0
24506,244885,14128.99
24507,244886,5575.0845
24508,244893,5044.8394
24509,244919,7050.2437
24510,244929,9111.021
24511,244934,6434.0405
24512,244951,0.0
24513,244961,10186.964
24514,244970,5986.082
24515,244973,6068.3154
24516,244974,7600.2544
24517,244978,9520.975
24518,244980,7554.5103
24519,245017,6382.11
24520,245023,7055.3545
24521,245030,8245.86
24522,245038,6063.19
24523,245046,6546.5747
24524,245061,5962.7646
24525,245064,7617.277
24526,245075,8345.03
24527,245080,7719.517
24528,245086,3306.5037
24529,245092,7312.601
24530,245097,0.0
24531,245114,7567.7954
24532,245129,2462.9963
24533,245135,5436.0493
24534,245140,6021.813
24535,245161,8556.032
24536,245171,6626.5503
24537,245193,5610.89
24538,245198,6430.9595
24539,245226,7887.2944
24540,245231,6605.5254
24541,245232,7625.287
24542,245234,1988.2931
24543,245241,4644.056
24544,245242,0.0
24545,245267,4284.8657
24546,245283,4249.971
24547,245290,4444.8765
24548,245293,4124.6943
24549,245302,4166.889
24550,245312,3330.285
24551,245330,6144.9414
24552,245335,12819.157
24553,245340,10889.121
24554,245342,3616.811
24555,245349,7004.5547
24556,245358,7363.3125
24557,245394,6253.9785
24558,245400,7415.871
24559,245412,3025.0205
24560,245429,5841.126
24561,245444,6957.692
24562,245445,0.0
24563,245460,6351.1553
24564,245480,7729.6294
24565,245499,7175.379
24566,245502,8239.399
24567,245512,6655.591
24568,245522,0.0
24569,245525,0.0
24570,245550,4543.614
24571,245552,0.0
